age,job,marital,education,default,housing,loan,contact,month,day_of_week,y
46,management,married,unknown,no,yes,no,telephone,may,tue,no
40,technician,married,professional.course,unknown,no,yes,telephone,may,tue,no
26,housemaid,married,university.degree,no,no,no,telephone,may,tue,no
32,blue-collar,divorced,basic.9y,unknown,no,no,telephone,may,tue,no
45,management,married,university.degree,no,yes,no,telephone,may,tue,no
34,admin.,married,basic.9y,no,no,no,telephone,may,tue,no
47,blue-collar,married,unknown,unknown,no,no,telephone,may,tue,no
42,technician,married,professional.course,no,no,no,telephone,may,tue,yes
57,technician,married,basic.4y,unknown,no,yes,telephone,may,tue,no
57,technician,married,basic.4y,unknown,no,no,telephone,may,tue,no
38,blue-collar,married,basic.4y,no,no,yes,telephone,may,tue,no
57,technician,married,basic.4y,unknown,no,no,telephone,may,tue,no
28,student,single,basic.9y,unknown,yes,no,telephone,may,tue,no
60,management,married,university.degree,no,no,no,telephone,may,tue,no
48,admin.,married,university.degree,no,yes,no,telephone,may,tue,no
47,technician,married,professional.course,no,yes,no,telephone,may,tue,no
40,admin.,married,high.school,no,no,no,telephone,may,tue,no
51,management,married,professional.course,unknown,yes,no,telephone,may,tue,no
48,unemployed,single,basic.4y,no,yes,no,telephone,may,tue,no
54,housemaid,married,basic.4y,no,no,no,telephone,may,tue,no
40,blue-collar,married,basic.6y,no,no,yes,telephone,may,tue,no
44,admin.,single,basic.9y,unknown,no,no,telephone,may,tue,no
42,technician,divorced,high.school,no,no,no,telephone,may,tue,no
52,self-employed,married,university.degree,no,yes,no,telephone,may,tue,no
31,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,no
32,services,married,high.school,no,no,no,telephone,may,tue,no
44,admin.,married,high.school,no,yes,yes,telephone,may,tue,no
39,management,married,basic.6y,unknown,no,no,telephone,may,tue,no
57,management,married,professional.course,unknown,yes,no,telephone,may,tue,no
52,admin.,married,basic.4y,no,yes,no,telephone,may,tue,no
42,management,married,university.degree,no,no,no,telephone,may,tue,yes
42,technician,single,professional.course,unknown,unknown,unknown,telephone,may,tue,no
43,management,married,professional.course,no,yes,no,telephone,may,tue,no
31,admin.,divorced,high.school,no,no,no,telephone,may,tue,no
29,admin.,married,university.degree,unknown,yes,no,telephone,may,tue,no
57,blue-collar,divorced,basic.4y,no,no,no,telephone,may,tue,no
44,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,no
59,unknown,married,unknown,unknown,no,no,telephone,may,tue,no
39,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,no
57,retired,married,university.degree,no,no,no,telephone,may,tue,no
41,management,married,unknown,unknown,no,no,telephone,may,tue,no
37,technician,single,high.school,unknown,no,yes,telephone,may,tue,no
38,services,married,high.school,no,yes,no,telephone,may,tue,no
42,retired,married,basic.4y,no,no,no,telephone,may,tue,no
49,unknown,married,unknown,unknown,yes,no,telephone,may,tue,no
54,management,married,basic.6y,unknown,yes,yes,telephone,may,tue,no
36,admin.,married,university.degree,no,unknown,unknown,telephone,may,tue,no
32,admin.,single,university.degree,unknown,no,no,telephone,may,tue,no
35,technician,married,professional.course,no,yes,no,telephone,may,tue,no
45,housemaid,married,professional.course,unknown,no,no,telephone,may,tue,no
56,technician,married,unknown,no,yes,no,telephone,may,tue,no
34,technician,married,university.degree,no,yes,no,telephone,may,tue,no
41,unemployed,married,basic.9y,unknown,no,no,telephone,may,tue,no
41,services,married,basic.9y,no,no,no,telephone,may,tue,no
36,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,no
32,admin.,single,university.degree,unknown,unknown,unknown,telephone,may,tue,no
31,services,married,high.school,unknown,unknown,unknown,telephone,may,tue,no
38,technician,married,professional.course,no,yes,no,telephone,may,tue,no
35,admin.,divorced,university.degree,unknown,yes,no,telephone,may,tue,no
53,admin.,married,professional.course,no,yes,no,telephone,may,tue,no
51,admin.,married,basic.6y,unknown,yes,no,telephone,may,tue,no
56,entrepreneur,married,university.degree,unknown,no,no,telephone,may,tue,no
33,admin.,married,basic.9y,no,unknown,unknown,telephone,may,tue,no
33,admin.,married,basic.9y,no,no,no,telephone,may,tue,no
51,services,divorced,high.school,unknown,yes,no,telephone,may,tue,no
39,services,married,high.school,unknown,yes,no,telephone,may,tue,yes
45,entrepreneur,married,university.degree,no,no,no,telephone,may,tue,no
40,technician,single,university.degree,no,no,no,telephone,may,tue,no
60,unknown,single,unknown,unknown,yes,no,telephone,may,tue,no
33,technician,married,university.degree,no,yes,no,telephone,may,tue,no
47,blue-collar,married,high.school,unknown,yes,no,telephone,may,tue,no
48,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,no
43,entrepreneur,married,high.school,no,no,no,telephone,may,tue,no
37,management,married,university.degree,no,yes,no,telephone,may,tue,no
50,services,married,basic.9y,no,yes,yes,telephone,may,tue,no
59,entrepreneur,married,high.school,no,yes,no,telephone,may,tue,no
32,technician,married,unknown,unknown,yes,no,telephone,may,tue,no
42,housemaid,single,basic.4y,unknown,yes,no,telephone,may,tue,no
52,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,no
42,blue-collar,married,unknown,unknown,no,no,telephone,may,tue,no
42,admin.,married,unknown,no,no,no,telephone,may,tue,no
40,management,married,basic.9y,unknown,unknown,unknown,telephone,may,tue,no
38,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,no
39,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,no
39,blue-collar,married,basic.6y,no,no,no,telephone,may,tue,no
38,admin.,married,high.school,no,no,no,telephone,may,tue,no
47,admin.,single,unknown,unknown,yes,no,telephone,may,tue,no
30,services,single,high.school,no,no,no,telephone,may,tue,no
38,admin.,divorced,high.school,no,yes,yes,telephone,may,tue,no
39,technician,divorced,university.degree,no,no,no,telephone,may,tue,no
44,admin.,married,high.school,no,no,no,telephone,may,tue,no
36,admin.,married,high.school,no,no,no,telephone,may,tue,no
41,services,married,high.school,unknown,yes,yes,telephone,may,tue,no
41,blue-collar,married,basic.6y,no,no,no,telephone,may,tue,no
35,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,no
41,technician,married,high.school,no,no,no,telephone,may,tue,no
36,services,married,high.school,unknown,no,no,telephone,may,tue,no
35,admin.,single,high.school,no,yes,yes,telephone,may,tue,no
33,blue-collar,single,basic.4y,unknown,no,no,telephone,may,tue,no
38,admin.,single,basic.6y,unknown,no,no,telephone,may,tue,no
33,self-employed,married,university.degree,no,no,no,telephone,may,tue,no
55,self-employed,married,unknown,unknown,no,no,telephone,may,tue,no
36,blue-collar,single,basic.9y,unknown,no,no,telephone,may,tue,no
57,technician,married,professional.course,unknown,no,yes,telephone,may,tue,no
32,entrepreneur,single,university.degree,no,yes,no,telephone,may,tue,no
30,self-employed,single,high.school,no,yes,no,telephone,may,tue,no
43,admin.,married,professional.course,no,yes,yes,telephone,may,tue,no
46,admin.,married,university.degree,no,no,no,telephone,may,tue,no
35,admin.,divorced,high.school,no,no,yes,telephone,may,tue,no
34,admin.,single,university.degree,no,yes,yes,telephone,may,tue,no
50,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,no
39,admin.,single,university.degree,no,no,no,telephone,may,tue,no
39,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,no
42,entrepreneur,married,basic.6y,no,no,no,telephone,may,tue,no
57,retired,married,university.degree,no,yes,no,telephone,may,tue,no
45,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,no
40,technician,married,basic.4y,no,no,yes,telephone,may,tue,no
42,blue-collar,married,high.school,no,no,yes,telephone,may,tue,yes
40,technician,married,basic.4y,no,no,no,telephone,may,tue,no
38,blue-collar,single,basic.4y,unknown,no,no,telephone,may,tue,no
39,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,tue,no
41,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,no
39,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue,no
41,blue-collar,married,basic.4y,no,yes,yes,telephone,may,tue,no
45,admin.,married,university.degree,unknown,no,no,telephone,may,tue,no
35,admin.,divorced,university.degree,no,unknown,unknown,telephone,may,tue,no
35,admin.,married,basic.6y,no,yes,no,telephone,may,tue,no
49,blue-collar,married,high.school,unknown,no,no,telephone,may,tue,no
36,technician,married,unknown,no,no,no,telephone,may,tue,no
23,admin.,single,university.degree,no,no,no,telephone,may,tue,no
43,unemployed,married,university.degree,unknown,unknown,unknown,telephone,may,tue,no
49,entrepreneur,married,professional.course,no,unknown,unknown,telephone,may,tue,no
36,technician,married,professional.course,no,unknown,unknown,telephone,may,tue,no
51,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,no
56,retired,married,basic.4y,unknown,yes,yes,telephone,may,tue,no
45,housemaid,married,high.school,no,no,no,telephone,may,tue,no
42,admin.,married,high.school,no,no,no,telephone,may,tue,no
41,admin.,divorced,high.school,no,no,no,telephone,may,tue,no
32,services,married,high.school,unknown,no,yes,telephone,may,tue,no
46,management,married,university.degree,no,no,no,telephone,may,tue,no
37,blue-collar,married,unknown,no,no,no,telephone,may,tue,no
53,management,married,university.degree,unknown,no,no,telephone,may,tue,no
30,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,no
45,unknown,married,unknown,unknown,no,no,telephone,may,tue,no
24,technician,single,professional.course,no,no,yes,telephone,may,tue,no
45,unknown,married,unknown,unknown,no,no,telephone,may,tue,no
34,admin.,single,university.degree,no,no,yes,telephone,may,tue,no
41,management,married,university.degree,unknown,no,no,telephone,may,tue,no
59,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,no
45,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,no
54,blue-collar,married,basic.6y,unknown,no,no,telephone,may,tue,no
32,technician,married,professional.course,no,no,no,telephone,may,tue,no
33,technician,married,professional.course,no,yes,no,telephone,may,tue,no
32,admin.,married,university.degree,no,no,no,telephone,may,tue,no
34,services,single,high.school,no,unknown,unknown,telephone,may,tue,no
46,management,married,university.degree,no,no,no,telephone,may,tue,no
57,technician,married,professional.course,no,yes,no,telephone,may,tue,no
42,technician,married,basic.9y,no,no,no,telephone,may,tue,no
48,admin.,married,professional.course,no,yes,no,telephone,may,tue,no
58,admin.,divorced,university.degree,unknown,yes,no,telephone,may,tue,no
34,services,married,high.school,no,no,no,telephone,may,tue,no
32,admin.,single,university.degree,no,yes,yes,telephone,may,tue,no
48,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,no
47,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,no
31,services,married,high.school,unknown,no,no,telephone,may,tue,no
32,admin.,single,university.degree,no,yes,no,telephone,may,tue,no
32,admin.,single,university.degree,no,no,no,telephone,may,tue,no
36,services,married,high.school,no,no,no,telephone,may,tue,no
53,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,tue,no
37,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,no
50,services,married,high.school,no,no,no,telephone,may,tue,no
46,blue-collar,married,basic.6y,no,yes,no,telephone,may,tue,no
41,admin.,married,high.school,no,no,no,telephone,may,tue,no
43,blue-collar,single,basic.4y,no,no,no,telephone,may,tue,no
51,management,married,university.degree,no,yes,no,telephone,may,tue,no
38,admin.,married,university.degree,no,yes,no,telephone,may,tue,no
41,technician,married,basic.6y,no,yes,no,telephone,may,tue,no
39,services,married,high.school,unknown,no,no,telephone,may,tue,no
52,blue-collar,married,basic.4y,no,no,no,telephone,may,tue,no
37,technician,married,professional.course,no,yes,no,telephone,may,tue,no
41,admin.,married,basic.9y,no,yes,no,telephone,may,tue,no
46,admin.,divorced,university.degree,no,yes,yes,telephone,may,tue,no
47,technician,married,professional.course,no,no,no,telephone,may,tue,no
35,technician,married,professional.course,no,no,no,telephone,may,tue,no
38,services,married,high.school,unknown,no,no,telephone,may,tue,no
30,blue-collar,single,unknown,no,yes,yes,telephone,may,tue,no
46,blue-collar,married,basic.9y,no,yes,no,telephone,may,tue,no
30,technician,married,professional.course,no,no,no,telephone,may,tue,no
35,services,single,basic.4y,no,no,no,telephone,may,tue,no
58,admin.,married,unknown,unknown,yes,no,telephone,may,tue,no
40,technician,married,professional.course,no,no,no,telephone,may,tue,no
34,technician,married,university.degree,no,no,no,telephone,may,tue,no
30,admin.,single,university.degree,no,no,no,telephone,may,tue,no
38,services,married,basic.6y,no,no,no,telephone,may,tue,no
55,management,single,basic.4y,no,no,no,telephone,may,tue,no
55,management,married,university.degree,unknown,yes,no,telephone,may,tue,no
45,technician,single,professional.course,no,yes,no,telephone,may,tue,no
36,admin.,married,university.degree,no,yes,yes,telephone,may,tue,no
32,admin.,single,university.degree,no,no,no,telephone,may,tue,no
35,technician,married,unknown,unknown,yes,no,telephone,may,tue,no
55,management,divorced,university.degree,no,yes,no,telephone,may,tue,no
49,housemaid,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,no
29,admin.,married,high.school,no,yes,no,telephone,may,tue,no
34,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,no
54,retired,married,high.school,unknown,yes,no,telephone,may,tue,no
36,technician,single,professional.course,no,no,no,telephone,may,tue,no
30,management,single,university.degree,no,yes,no,telephone,may,tue,no
33,housemaid,divorced,university.degree,no,no,no,telephone,may,tue,no
37,blue-collar,married,high.school,no,no,no,telephone,may,tue,no
36,technician,married,basic.9y,unknown,yes,no,telephone,may,tue,no
33,blue-collar,married,high.school,no,no,no,telephone,may,tue,no
32,housemaid,married,high.school,no,yes,no,telephone,may,tue,no
32,housemaid,married,high.school,no,no,no,telephone,may,tue,no
50,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,no
39,blue-collar,married,basic.9y,no,no,yes,telephone,may,tue,no
51,blue-collar,divorced,unknown,unknown,yes,yes,telephone,may,tue,no
33,services,married,high.school,no,no,no,telephone,may,tue,no
33,services,married,basic.4y,no,no,no,telephone,may,tue,no
56,management,married,university.degree,unknown,no,yes,telephone,may,tue,no
39,management,divorced,university.degree,unknown,yes,no,telephone,may,tue,no
33,self-employed,single,university.degree,no,no,no,telephone,may,tue,no
59,retired,divorced,basic.4y,unknown,no,no,telephone,may,tue,no
42,admin.,single,unknown,no,yes,no,telephone,may,tue,no
43,services,married,high.school,no,no,yes,telephone,may,tue,no
35,admin.,married,university.degree,no,unknown,unknown,telephone,may,tue,no
46,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,tue,no
27,technician,married,basic.9y,no,no,yes,telephone,may,tue,no
47,admin.,divorced,university.degree,no,yes,no,telephone,may,tue,no
31,admin.,single,university.degree,no,no,no,telephone,may,tue,no
